ocel:eid,ocel:timestamp,ocel:activity,ocel:type:orders,ocel:type:customers,ocel:type:items,ocel:type:products,ocel:type:employees,ocel:type:packages
reminder_o-991593_398,2024-01-26 19:02:38+00:00,payment reminder,['o-991593'],,"['i-886201', 'i-886202', 'i-886203', 'i-886204', 'i-886205']","['iPhone 8', 'Fire Stick 4K', 'Echo', 'iPhone X', 'Fire Stick']",,
place_o-991667,2024-01-26 20:19:03+00:00,place order,['o-991667'],['Nordica Systems GmbH'],"['i-886475', 'i-886476']","['Fire Stick 4K', 'iPhone 11 Pro']",,
out_of_stock_i-886304,2024-01-26 20:44:00+00:00,item out of stock,,,['i-886304'],['Echo'],['Detlef Wetzeler'],
confirm_o-991654,2024-01-26 20:56:20+00:00,confirm order,['o-991654'],['Eastern Oak Insurance Zrt.'],"['i-886427', 'i-886428', 'i-886429', 'i-886430', 'i-886431', 'i-886432', 'i-886433']","['Echo', 'iPad Air', 'MacBook Pro', 'Echo Studio', 'Fire Stick', 'Echo Plus', 'iPad']",['Mara Nitschke'],
pick_i-886436,2024-01-26 21:04:05+00:00,pick item,,,['i-886436'],['iPad'],['Nina Graves'],
pick_i-886404,2024-01-26 21:24:54+00:00,pick item,,,['i-886404'],['iPad Pro'],['Marco Pegoraro'],
pick_i-886400,2024-01-26 21:40:04+00:00,pick item,,,['i-886400'],['Kindle'],['Christopher Schwanen'],
pick_i-886399,2024-01-26 21:40:04+00:00,pick item,,,['i-886399'],['MacBook Air'],['Nina Graves'],
pick_i-886402,2024-01-26 21:40:04+00:00,pick item,,,['i-886402'],['Echo Show 5'],['Marco Pegoraro'],
pick_i-886403,2024-01-26 21:40:04+00:00,pick item,,,['i-886403'],['iPhone 11'],['Christopher Schwanen'],
deliver_p-660878,2024-01-26 22:20:23+00:00,package delivered,,,"['i-886059', 'i-886087', 'i-886365', 'i-886364', 'i-886361', 'i-885880']","['MacBook Air', 'MacBook Pro', 'iPad mini', 'Echo', 'Echo', 'Echo Studio']",['Gyunam Park'],['p-660878']
confirm_o-991655,2024-01-26 22:27:25+00:00,confirm order,['o-991655'],['Iberian Sun Solaridades SA'],"['i-886434', 'i-886435', 'i-886436', 'i-886437', 'i-886438']","['Echo', 'iPad mini', 'iPad', 'iPhone 11 Pro', 'iPhone X']",['Christine von Dobbert'],
create_p-660883,2024-01-26 23:06:16+00:00,create package,,,"['i-886061', 'i-886358', 'i-886359', 'i-886325']","['Kindle', 'Fire Stick', 'iPad Air', 'iPhone 8']",['Mahsa Bafrani'],['p-660883']
pick_i-886444,2024-01-26 23:06:16+00:00,pick item,,,['i-886444'],['Echo Show 5'],['Christopher Schwanen'],
pick_i-886442,2024-01-26 23:06:16+00:00,pick item,,,['i-886442'],['Fire Stick 4K'],['Detlef Wetzeler'],
place_o-991668,2024-01-26 23:14:17+00:00,place order,['o-991668'],['Nordica Systems GmbH'],"['i-886477', 'i-886478', 'i-886479']","['Kindle Paperwhite', 'Kindle Paperwhite', 'Kindle']",,
pick_i-886406,2024-01-26 23:21:13+00:00,pick item,,,['i-886406'],['iPad Pro'],['Nina Graves'],
pick_i-886407,2024-01-26 23:21:13+00:00,pick item,,,['i-886407'],['Echo Studio'],['Mahsa Bafrani'],
pick_i-886405,2024-01-26 23:38:14+00:00,pick item,,,['i-886405'],['Echo'],['Marco Pegoraro'],
confirm_o-991656,2024-01-27 00:29:36+00:00,confirm order,['o-991656'],['Danube Pharmaceuticals BV'],"['i-886439', 'i-886440', 'i-886441', 'i-886442', 'i-886443', 'i-886444', 'i-886445', 'i-886446', 'i-886447']","['iPhone 11', 'Echo Studio', 'Kindle Paperwhite', 'Fire Stick 4K', 'MacBook Air', 'Echo Show 5', 'MacBook Air', 'MacBook Air', 'Echo Dot']",['Christine von Dobbert'],
pay_o-991490,2024-01-27 00:35:46+00:00,pay order,['o-991490'],,"['i-885792', 'i-885793', 'i-885794']","['MacBook Pro', 'iPhone 11', 'iPad mini']",,
create_p-660884,2024-01-27 00:45:50+00:00,create package,,,"['i-885998', 'i-885999', 'i-886333']","['Echo Show 8', 'iPad', 'iPhone 11 Pro']",['Nina Graves'],['p-660884']
pick_i-886413,2024-01-27 00:45:50+00:00,pick item,,,['i-886413'],['iPad Air'],['Nina Graves'],
deliver_p-660879,2024-01-27 00:50:10+00:00,package delivered,,,"['i-886313', 'i-886314', 'i-886312', 'i-886346', 'i-886348', 'i-886347', 'i-886345', 'i-886315']","['MacBook Air', 'Echo Dot', 'Echo', 'Echo Show 8', 'iPad Pro', 'Echo Show 8', 'Echo Studio', 'Echo']",['Eduardo Goulart Rocha'],['p-660879']
pick_i-886411,2024-01-27 01:13:52+00:00,pick item,,,['i-886411'],['Fire Stick 4K'],['Nina Graves'],
out_of_stock_i-886279,2024-01-27 01:32:32+00:00,item out of stock,,,['i-886279'],['Echo Plus'],['Benedikt Knopp'],
create_p-660885,2024-01-27 02:13:00+00:00,create package,,,"['i-886336', 'i-886334', 'i-886335']","['Kindle', 'Echo Plus', 'iPad Pro']",['Detlef Wetzeler'],['p-660885']
pick_i-886427,2024-01-27 02:13:00+00:00,pick item,,,['i-886427'],['Echo'],['Leah Tacke genannt Unterberg'],
pick_i-886432,2024-01-27 02:13:00+00:00,pick item,,,['i-886432'],['Echo Plus'],['Christopher Schwanen'],
pick_i-886119,2024-01-27 02:18:29+00:00,pick item,,,['i-886119'],['iPhone 8'],['Christopher Schwanen'],
confirm_o-991657,2024-01-27 02:33:58+00:00,confirm order,['o-991657'],['Balkan Minerals d.o.o.'],['i-886448'],['Fire Stick 4K'],['Mara Nitschke'],
pick_i-886410,2024-01-27 03:27:12+00:00,pick item,,,['i-886410'],['MacBook Air'],['Leah Tacke genannt Unterberg'],
create_p-660886,2024-01-27 03:44:05+00:00,create package,,,"['i-886337', 'i-886339', 'i-886343', 'i-886341', 'i-886338', 'i-886016', 'i-886342', 'i-886411', 'i-886410', 'i-886340']","['iPhone X', 'Echo Studio', 'Echo Dot', 'iPhone 11 Pro', 'Echo Dot', 'Echo Studio', 'iPhone 11', 'Fire Stick 4K', 'MacBook Air', 'Echo Dot']",['Nina Graves'],['p-660886']
pick_i-886438,2024-01-27 03:44:05+00:00,pick item,,,['i-886438'],['iPhone X'],['Benedikt Knopp'],
send_p-660883,2024-01-27 04:06:16+00:00,send package,,,"['i-886061', 'i-886358', 'i-886359', 'i-886325']","['Kindle', 'Fire Stick', 'iPad Air', 'iPhone 8']","['Majid Rafiei', 'Mahsa Bafrani']",['p-660883']
confirm_o-991658,2024-01-27 04:42:41+00:00,confirm order,['o-991658'],['Celtica Green Farms Oy'],"['i-886449', 'i-886450', 'i-886451']","['MacBook Pro', 'Echo Show 5', 'Echo Plus']",['Istvan Koren'],
pick_i-886080,2024-01-27 04:47:18+00:00,pick item,,,['i-886080'],['Echo'],['Benedikt Knopp'],
reorder_i-886093,2024-01-27 05:28:45+00:00,reorder item,,,['i-886093'],['Fire Stick 4K'],['Mahsa Bafrani'],
send_p-660884,2024-01-27 05:45:50+00:00,send package,,,"['i-885998', 'i-885999', 'i-886333']","['Echo Show 8', 'iPad', 'iPhone 11 Pro']","['Alessandro Berti', 'Detlef Wetzeler']",['p-660884']
pick_i-886440,2024-01-27 05:46:16+00:00,pick item,,,['i-886440'],['Echo Studio'],['Leah Tacke genannt Unterberg'],
pick_i-886452,2024-01-27 05:54:15+00:00,pick item,,,['i-886452'],['Echo Studio'],['Christopher Schwanen'],
pick_i-886437,2024-01-27 05:57:25+00:00,pick item,,,['i-886437'],['iPhone 11 Pro'],['Leah Tacke genannt Unterberg'],
pick_i-886089,2024-01-27 06:33:40+00:00,pick item,,,['i-886089'],['Echo'],['Leah Tacke genannt Unterberg'],
send_p-660885,2024-01-27 07:13:00+00:00,send package,,,"['i-886336', 'i-886334', 'i-886335']","['Kindle', 'Echo Plus', 'iPad Pro']","['Majid Rafiei', 'Nina Graves']",['p-660885']
confirm_o-991659,2024-01-27 07:17:35+00:00,confirm order,['o-991659'],['Mediterranea Luxury Cruises S.p.A.'],"['i-886452', 'i-886453', 'i-886454']","['Echo Studio', 'iPhone 11', 'iPad Pro']",['Wil van der Aalst'],
pick_i-886412,2024-01-27 07:25:50+00:00,pick item,,,['i-886412'],['iPhone 8'],['Marco Pegoraro'],
pick_i-886439,2024-01-27 07:59:36+00:00,pick item,,,['i-886439'],['iPhone 11'],['Nina Graves'],
send_p-660886,2024-01-27 08:44:05+00:00,send package,,,"['i-886337', 'i-886339', 'i-886343', 'i-886341', 'i-886338', 'i-886016', 'i-886342', 'i-886411', 'i-886410', 'i-886340']","['iPhone X', 'Echo Studio', 'Echo Dot', 'iPhone 11 Pro', 'Echo Dot', 'Echo Studio', 'iPhone 11', 'Fire Stick 4K', 'MacBook Air', 'Echo Dot']","['Majid Rafiei', 'Mahsa Bafrani']",['p-660886']
pay_o-991602,2024-01-27 10:04:17+00:00,pay order,['o-991602'],,"['i-886235', 'i-886236', 'i-886237', 'i-886238', 'i-886239', 'i-886240', 'i-886241', 'i-886242', 'i-886243', 'i-886244']","['iPhone 11 Pro', 'iPad Air', 'iPad Pro', 'iPhone 11 Pro', 'MacBook Air', 'Fire Stick', 'iPhone 11 Pro', 'Kindle', 'Echo Show 8', 'iPad Air']",,
pay_o-991465,2024-01-27 10:33:48+00:00,pay order,['o-991465'],,"['i-885699', 'i-885700', 'i-885701']","['iPhone X', 'Fire Stick', 'iPad Pro']",,
confirm_o-991660,2024-01-27 11:09:46+00:00,confirm order,['o-991660'],['AlpenTech Innovations AG'],"['i-886455', 'i-886456', 'i-886457', 'i-886458', 'i-886459']","['iPad Air', 'Kindle Paperwhite', 'iPhone X', 'Kindle', 'Echo Dot']",['Wil van der Aalst'],
out_of_stock_i-886281,2024-01-27 11:24:35+00:00,item out of stock,,,['i-886281'],['Echo Studio'],['Marco Pegoraro'],
pick_i-886145,2024-01-27 11:50:21+00:00,pick item,,,['i-886145'],['iPad Air'],['Marco Pegoraro'],
pick_i-886421,2024-01-27 11:58:46+00:00,pick item,,,['i-886421'],['iPhone 11 Pro'],['Christopher Schwanen'],
create_p-660887,2024-01-27 12:12:41+00:00,create package,,,"['i-886370', 'i-886371', 'i-886368', 'i-885964', 'i-886369', 'i-886182', 'i-886404', 'i-886405', 'i-886427', 'i-886432', 'i-886089', 'i-885915']","['Fire Stick 4K', 'Echo', 'Kindle', 'Echo Show 5', 'iPhone 11', 'Fire Stick', 'iPad Pro', 'Echo', 'Echo', 'Echo Plus', 'Echo', 'Kindle Paperwhite']",['Mahsa Bafrani'],['p-660887']
pick_i-886451,2024-01-27 12:12:41+00:00,pick item,,,['i-886451'],['Echo Plus'],['Christopher Schwanen'],
reorder_i-886244,2024-01-27 12:50:57+00:00,reorder item,,,['i-886244'],['iPad Air'],['Christopher Schwanen'],
pick_i-886110,2024-01-27 13:07:09+00:00,pick item,,,['i-886110'],['iPhone 11 Pro'],['Benedikt Knopp'],
pay_o-991566,2024-01-27 15:12:16+00:00,pay order,['o-991566'],,"['i-886096', 'i-886097', 'i-886098']","['Kindle', 'Echo Show 5', 'iPad Pro']",,
pay_o-991607,2024-01-27 15:21:19+00:00,pay order,['o-991607'],,"['i-886260', 'i-886261', 'i-886262', 'i-886263', 'i-886264']","['Fire Stick 4K', 'iPad', 'iPhone 11', 'iPad Air', 'iPhone 8']",,
deliver_p-660881,2024-01-27 16:10:40+00:00,package delivered,,,"['i-886320', 'i-886323', 'i-886322', 'i-886095', 'i-886035', 'i-886379', 'i-886033', 'i-886376', 'i-886380', 'i-886381', 'i-886375', 'i-886292']","['iPhone X', 'Kindle Paperwhite', 'Kindle Paperwhite', 'MacBook Pro', 'MacBook Air', 'iPhone X', 'MacBook Air', 'Fire Stick 4K', 'Echo Show 5', 'Fire Stick', 'Echo Studio', 'Fire Stick']",['Yisong Zhang'],['p-660881']
out_of_stock_i-886360,2024-01-27 17:04:38+00:00,item out of stock,,,['i-886360'],['iPhone X'],['Nina Graves'],
send_p-660887,2024-01-27 17:12:41+00:00,send package,,,"['i-886370', 'i-886371', 'i-886368', 'i-885964', 'i-886369', 'i-886182', 'i-886404', 'i-886405', 'i-886427', 'i-886432', 'i-886089', 'i-885915']","['Fire Stick 4K', 'Echo', 'Kindle', 'Echo Show 5', 'iPhone 11', 'Fire Stick', 'iPad Pro', 'Echo', 'Echo', 'Echo Plus', 'Echo', 'Kindle Paperwhite']","['Gyunam Park', 'Gyunam Park']",['p-660887']
out_of_stock_i-886352,2024-01-27 18:36:50+00:00,item out of stock,,,['i-886352'],['Kindle'],['Mahsa Bafrani'],
out_of_stock_i-886354,2024-01-27 18:36:50+00:00,item out of stock,,,['i-886354'],['Echo Studio'],['Nina Graves'],
pick_i-886455,2024-01-27 18:39:46+00:00,pick item,,,['i-886455'],['iPad Air'],['Benedikt Knopp'],
pick_i-886120,2024-01-27 18:41:49+00:00,pick item,,,['i-886120'],['iPad Air'],['Marco Pegoraro'],
reminder_o-991563_399,2024-01-27 19:06:07+00:00,payment reminder,['o-991563'],,"['i-886082', 'i-886083', 'i-886084', 'i-886085', 'i-886086', 'i-886087']","['MacBook Air', 'iPad Air', 'iPad Air', 'iPad mini', 'Fire Stick 4K', 'MacBook Pro']",,
fail_p-660880_241,2024-01-27 19:52:19+00:00,failed delivery,,,"['i-886121', 'i-886047', 'i-886079']","['MacBook Air', 'Echo Show 5', 'iPhone 11 Pro']",['Majid Rafiei'],['p-660880']
pick_i-886433,2024-01-27 19:59:40+00:00,pick item,,,['i-886433'],['iPad'],['Nina Graves'],
pick_i-886428,2024-01-27 19:59:40+00:00,pick item,,,['i-886428'],['iPad Air'],['Benedikt Knopp'],
confirm_o-991661,2024-01-27 20:12:30+00:00,confirm order,['o-991661'],['AlpenTech Innovations AG'],"['i-886460', 'i-886461']","['Fire Stick', 'iPad Air']",['Mara Nitschke'],
out_of_stock_i-886373,2024-01-27 20:26:17+00:00,item out of stock,,,['i-886373'],['iPhone X'],['Leah Tacke genannt Unterberg'],
pick_i-886462,2024-01-27 20:36:26+00:00,pick item,,,['i-886462'],['Fire Stick'],['Detlef Wetzeler'],
place_o-991669,2024-01-27 21:08:44+00:00,place order,['o-991669'],['Nordica Systems GmbH'],"['i-886480', 'i-886481']","['iPad Pro', 'iPad']",,
confirm_o-991662,2024-01-27 21:59:46+00:00,confirm order,['o-991662'],['Carpathian Financial Services plc'],"['i-886462', 'i-886463', 'i-886464']","['Fire Stick', 'iPad Pro', 'Echo Studio']",['Jan Niklas Adams'],
pick_i-886468,2024-01-27 22:10:57+00:00,pick item,,,['i-886468'],['MacBook Air'],['Benedikt Knopp'],
out_of_stock_i-886357,2024-01-27 22:21:36+00:00,item out of stock,,,['i-886357'],['Kindle Paperwhite'],['Nina Graves'],
pay_o-991457,2024-01-27 22:45:24+00:00,pay order,['o-991457'],,"['i-885666', 'i-885667', 'i-885668', 'i-885669', 'i-885670']","['Echo Dot', 'Echo Dot', 'MacBook Air', 'iPhone 11', 'iPhone 11']",,
pay_o-991461,2024-01-27 23:05:47+00:00,pay order,['o-991461'],,"['i-885684', 'i-885685', 'i-885686']","['Fire Stick', 'iPad Pro', 'Echo']",,
out_of_stock_i-886291,2024-01-27 23:24:07+00:00,item out of stock,,,['i-886291'],['iPhone X'],['Benedikt Knopp'],
pick_i-886443,2024-01-27 23:32:56+00:00,pick item,,,['i-886443'],['MacBook Air'],['Nina Graves'],
pick_i-886446,2024-01-27 23:32:56+00:00,pick item,,,['i-886446'],['MacBook Air'],['Detlef Wetzeler'],
pick_i-886447,2024-01-27 23:32:56+00:00,pick item,,,['i-886447'],['Echo Dot'],['Detlef Wetzeler'],
confirm_o-991663,2024-01-27 23:34:17+00:00,confirm order,['o-991663'],['SwissPeak Timepieces AG'],"['i-886465', 'i-886466', 'i-886467', 'i-886468']","['Echo Plus', 'iPad Pro', 'iPad Pro', 'MacBook Air']",['Christine von Dobbert'],
create_p-660888,2024-01-28 00:00:00+00:00,create package,,,"['i-886351', 'i-886350', 'i-886397', 'i-886372', 'i-886409', 'i-886406', 'i-886407', 'i-886468', 'i-886374']","['Echo Studio', 'Echo Plus', 'iPhone X', 'iPad Air', 'Echo Show 5', 'iPad Pro', 'Echo Studio', 'MacBook Air', 'Echo Show 5']",['Leah Tacke genannt Unterberg'],['p-660888']
pick_i-886471,2024-01-28 00:20:00+00:00,pick item,,,['i-886471'],['Echo'],['Nina Graves'],
deliver_p-660882,2024-01-28 00:21:13+00:00,package delivered,,,"['i-886318', 'i-886395', 'i-886382', 'i-886386', 'i-886389', 'i-886393', 'i-886390', 'i-886394', 'i-886391', 'i-886387', 'i-886385', 'i-886384', 'i-886383', 'i-886392', 'i-886319']","['iPhone X', 'Echo Dot', 'Fire Stick 4K', 'iPhone X', 'MacBook Air', 'iPad mini', 'iPhone 11', 'iPhone 11 Pro', 'iPhone 8', 'Echo Plus', 'MacBook Pro', 'Echo Show 5', 'iPad mini', 'MacBook Pro', 'Echo Studio']",['Majid Rafiei'],['p-660882']
pick_i-886461,2024-01-28 01:29:10+00:00,pick item,,,['i-886461'],['iPad Air'],['Christopher Schwanen'],
confirm_o-991664,2024-01-28 01:43:20+00:00,confirm order,['o-991664'],['Carpathian Financial Services plc'],"['i-886469', 'i-886470', 'i-886471']","['Echo Studio', 'iPhone 11', 'Echo']",['Jan Niklas Adams'],
out_of_stock_i-886362,2024-01-28 02:38:47+00:00,item out of stock,,,['i-886362'],['Kindle'],['Nina Graves'],
pick_i-886151,2024-01-28 02:55:26+00:00,pick item,,,['i-886151'],['Kindle Paperwhite'],['Marco Pegoraro'],
confirm_o-991665,2024-01-28 03:01:26+00:00,confirm order,['o-991665'],['Carpathian Financial Services plc'],['i-886472'],['Echo Studio'],['Jan Niklas Adams'],
pick_i-886453,2024-01-28 04:07:35+00:00,pick item,,,['i-886453'],['iPhone 11'],['Nina Graves'],
pick_i-886435,2024-01-28 04:10:45+00:00,pick item,,,['i-886435'],['iPad mini'],['Leah Tacke genannt Unterberg'],
confirm_o-991666,2024-01-28 04:37:37+00:00,confirm order,['o-991666'],['Vesta Fashion House GmbH'],"['i-886473', 'i-886474']","['Echo', 'Echo Show 5']",['Jan Niklas Adams'],
pick_i-886465,2024-01-28 04:50:57+00:00,pick item,,,['i-886465'],['Echo Plus'],['Detlef Wetzeler'],
pick_i-886146,2024-01-28 04:59:42+00:00,pick item,,,['i-886146'],['Echo Dot'],['Christopher Schwanen'],
send_p-660888,2024-01-28 05:00:00+00:00,send package,,,"['i-886351', 'i-886350', 'i-886397', 'i-886372', 'i-886409', 'i-886406', 'i-886407', 'i-886468', 'i-886374']","['Echo Studio', 'Echo Plus', 'iPhone X', 'iPad Air', 'Echo Show 5', 'iPad Pro', 'Echo Studio', 'MacBook Air', 'Echo Show 5']","['Gyunam Park', 'Marco Pegoraro']",['p-660888']
pick_i-886475,2024-01-28 05:39:03+00:00,pick item,,,['i-886475'],['Fire Stick 4K'],['Mahsa Bafrani'],
confirm_o-991667,2024-01-28 07:02:23+00:00,confirm order,['o-991667'],['Nordica Systems GmbH'],"['i-886475', 'i-886476']","['Fire Stick 4K', 'iPhone 11 Pro']",['Wil van der Aalst'],
pick_i-886466,2024-01-28 07:04:17+00:00,pick item,,,['i-886466'],['iPad Pro'],['Marco Pegoraro'],
pay_o-991580,2024-01-28 07:22:06+00:00,pay order,['o-991580'],,"['i-886147', 'i-886148', 'i-886149', 'i-886150', 'i-886151']","['iPhone 11', 'iPad Pro', 'Kindle', 'Echo Studio', 'Kindle Paperwhite']",,
deliver_p-660872,2024-01-28 07:35:25+00:00,package delivered,,,"['i-885901', 'i-886269', 'i-886272', 'i-885944', 'i-885900', 'i-886274', 'i-886271', 'i-885981', 'i-886273']","['iPad Air', 'Echo', 'Fire Stick', 'iPhone 11 Pro', 'iPhone 11', 'iPhone 8', 'iPad', 'Kindle Paperwhite', 'Echo Dot']",['Yisong Zhang'],['p-660872']
pick_i-886459,2024-01-28 07:59:46+00:00,pick item,,,['i-886459'],['Echo Dot'],['Marco Pegoraro'],
create_p-660889,2024-01-28 08:17:18+00:00,create package,,,"['i-886115', 'i-886119', 'i-886451', 'i-886120', 'i-886118']","['MacBook Air', 'iPhone 8', 'Echo Plus', 'iPad Air', 'Fire Stick']",['Mahsa Bafrani'],['p-660889']
pick_i-886448,2024-01-28 08:17:18+00:00,pick item,,,['i-886448'],['Fire Stick 4K'],['Mahsa Bafrani'],
pay_o-991581,2024-01-28 09:05:38+00:00,pay order,['o-991581'],,"['i-886152', 'i-886153', 'i-886154']","['MacBook Air', 'MacBook Air', 'iPad mini']",,
confirm_o-991668,2024-01-28 09:57:37+00:00,confirm order,['o-991668'],['Nordica Systems GmbH'],"['i-886477', 'i-886478', 'i-886479']","['Kindle Paperwhite', 'Kindle Paperwhite', 'Kindle']",['Wil van der Aalst'],
pick_i-886449,2024-01-28 10:26:01+00:00,pick item,,,['i-886449'],['MacBook Pro'],['Detlef Wetzeler'],
reorder_i-886282,2024-01-28 12:24:35+00:00,reorder item,,,['i-886282'],['Kindle Paperwhite'],['Detlef Wetzeler'],
pay_o-991480,2024-01-28 12:27:50+00:00,pay order,['o-991480'],,"['i-885756', 'i-885757', 'i-885758']","['MacBook Pro', 'iPhone 11 Pro', 'Echo Studio']",,
send_p-660889,2024-01-28 13:17:18+00:00,send package,,,"['i-886115', 'i-886119', 'i-886451', 'i-886120', 'i-886118']","['MacBook Air', 'iPhone 8', 'Echo Plus', 'iPad Air', 'Fire Stick']","['Gyunam Park', 'Detlef Wetzeler']",['p-660889']
deliver_p-660883,2024-01-28 13:26:16+00:00,package delivered,,,"['i-886061', 'i-886358', 'i-886359', 'i-886325']","['Kindle', 'Fire Stick', 'iPad Air', 'iPhone 8']",['Majid Rafiei'],['p-660883']
reorder_i-886285,2024-01-28 14:07:21+00:00,reorder item,,,['i-886285'],['Kindle Paperwhite'],['Benedikt Knopp'],
deliver_p-660884,2024-01-28 15:05:50+00:00,package delivered,,,"['i-885998', 'i-885999', 'i-886333']","['Echo Show 8', 'iPad', 'iPhone 11 Pro']",['Alessandro Berti'],['p-660884']
pick_i-886454,2024-01-28 15:14:15+00:00,pick item,,,['i-886454'],['iPad Pro'],['Christopher Schwanen'],
pay_o-991552,2024-01-28 16:33:21+00:00,pay order,['o-991552'],,"['i-886027', 'i-886028', 'i-886029', 'i-886030', 'i-886031']","['iPad Air', 'iPad Pro', 'Kindle', 'Fire Stick 4K', 'Kindle Paperwhite']",,
deliver_p-660886,2024-01-28 18:04:05+00:00,package delivered,,,"['i-886337', 'i-886339', 'i-886343', 'i-886341', 'i-886338', 'i-886016', 'i-886342', 'i-886411', 'i-886410', 'i-886340']","['iPhone X', 'Echo Studio', 'Echo Dot', 'iPhone 11 Pro', 'Echo Dot', 'Echo Studio', 'iPhone 11', 'Fire Stick 4K', 'MacBook Air', 'Echo Dot']",['Majid Rafiei'],['p-660886']
out_of_stock_i-886377,2024-01-28 18:50:40+00:00,item out of stock,,,['i-886377'],['Echo Plus'],['Detlef Wetzeler'],
reminder_o-991568_400,2024-01-28 19:33:20+00:00,payment reminder,['o-991568'],,"['i-886101', 'i-886102', 'i-886103', 'i-886104']","['Echo Show 5', 'Kindle Paperwhite', 'iPhone 11', 'Fire Stick 4K']",,
pay_o-991392,2024-01-28 19:42:52+00:00,pay order,['o-991392'],,"['i-885425', 'i-885426', 'i-885427']","['Echo Show 8', 'Fire Stick', 'Echo']",,
reorder_i-886317,2024-01-28 20:20:36+00:00,reorder item,,,['i-886317'],['Fire Stick'],['Benedikt Knopp'],
place_o-991670,2024-01-28 20:31:20+00:00,place order,['o-991670'],['Vesta Fashion House GmbH'],"['i-886482', 'i-886483', 'i-886484', 'i-886485', 'i-886486']","['iPhone 11 Pro', 'iPhone X', 'iPad Air', 'Echo Show 8', 'Echo Studio']",,
out_of_stock_i-886330,2024-01-28 21:02:23+00:00,item out of stock,,,['i-886330'],['iPad Pro'],['Benedikt Knopp'],
pay_o-991587,2024-01-28 21:14:09+00:00,pay order,['o-991587'],,"['i-886180', 'i-886181', 'i-886182', 'i-886183', 'i-886184']","['iPad', 'Echo Studio', 'Fire Stick', 'MacBook Air', 'Kindle Paperwhite']",,
pick_i-886457,2024-01-28 21:19:46+00:00,pick item,,,['i-886457'],['iPhone X'],['Nina Graves'],
pick_i-886236,2024-01-28 22:27:37+00:00,pick item,,,['i-886236'],['iPad Air'],['Nina Graves'],
create_p-660890,2024-01-28 23:16:26+00:00,create package,,,"['i-886366', 'i-886425', 'i-886426', 'i-886086', 'i-886448', 'i-886363']","['Fire Stick 4K', 'Fire Stick 4K', 'Kindle Paperwhite', 'Fire Stick 4K', 'Fire Stick 4K', 'Kindle Paperwhite']",['Detlef Wetzeler'],['p-660890']
pick_i-886464,2024-01-28 23:16:26+00:00,pick item,,,['i-886464'],['Echo Studio'],['Mahsa Bafrani'],
out_of_stock_i-886388,2024-01-28 23:16:57+00:00,item out of stock,,,['i-886388'],['Fire Stick'],['Marco Pegoraro'],
fail_p-660885_242,2024-01-29 00:53:00+00:00,failed delivery,,,"['i-886336', 'i-886334', 'i-886335']","['Kindle', 'Echo Plus', 'iPad Pro']",['Majid Rafiei'],['p-660885']
pick_i-886293,2024-01-29 02:13:00+00:00,pick item,,,['i-886293'],['Echo Show 5'],['Detlef Wetzeler'],
